DOI,Catalyst total metal loading (%),Catalyst average crystallite size (nm),Catalyst crystallinity index (-),Catalyst specific surface area (m².g⁻¹),Catalyst pore volume (cm³.g⁻¹),Catalyst average pore diameter (nm),Reaction temperature (°C),Gas hourly space velocity (mL.h⁻¹.gcat⁻¹),Ammonia conversion (%)
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,7.82,4.55,177,0.682,7.168,600,30000,94.4444
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,7.82,4.55,177,0.682,7.168,650,30000,100
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,8.59,3.90,168,0.729,7.24,450,30000,20.5556
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,8.59,3.90,168,0.729,7.24,500,30000,42.5
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,8.59,3.90,168,0.729,7.24,550,30000,70.2778
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,8.59,3.90,168,0.729,7.24,600,30000,92.2222
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,8.59,3.90,168,0.729,7.24,650,30000,100
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,350,6000,9.35252
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,400,6000,16.307
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,450,6000,36.211
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,500,6000,59.7122
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,550,6000,86.8106
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,600,6000,99.2806
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,550,6000,86.8217
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,600,6000,99.4832
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,9.76,84.81,25,0.114,14.44,550,30000,59
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,13.60,81.88,23,0.107,12.621,350,6000,5.03597
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,13.60,81.88,23,0.107,12.621,400,6000,14.8681
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,13.60,81.88,23,0.107,12.621,450,6000,33.3333
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,13.60,81.88,23,0.107,12.621,500,6000,54.6763
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,13.60,81.88,23,0.107,12.621,550,6000,77.6978
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,13.60,81.88,23,0.107,12.621,600,6000,90.6475
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,14.30,94.57,14,0.113,14.07,450,6000,22.3022
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,14.30,94.57,14,0.113,14.07,500,6000,40.7674
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,14.30,94.57,14,0.113,14.07,550,6000,61.6307
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,14.30,94.57,14,0.113,14.07,600,6000,82.0144
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,11.64,97.26,11,0.1082,14.09,350,6000,4.31655
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,11.64,97.26,11,0.1082,14.09,400,6000,9.59233
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,11.64,97.26,11,0.1082,14.09,450,6000,21.8225
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,11.64,97.26,11,0.1082,14.09,500,6000,42.2062
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,11.64,97.26,11,0.116,14.09,550,6000,59.952
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,11.64,97.26,11,0.122,14.09,600,6000,79.1367
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,15.16,75.09,10,0.066,9.64,350,6000,3.35731
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,15.16,75.09,10,0.066,9.64,400,6000,8.63309
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,15.16,75.09,10,0.066,9.64,450,6000,20.1439
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,15.16,75.09,10,0.066,9.64,500,6000,37.8897
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,15.16,75.09,10,0.066,9.64,550,6000,54.4365
https://doi.org/10.1016/j.ijhydene.2020.04.127,10,15.16,75.09,10,0.066,9.64,600,6000,69.7842
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.48,78.39,59,0.113,9.31,350,6000,3.91198
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.48,78.39,59,0.113,9.31,400,6000,11.0024
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.48,78.39,59,0.113,9.31,450,6000,25.9169
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.48,78.39,59,0.113,9.31,500,6000,50.1222
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.48,78.39,59,0.113,9.31,550,6000,75.7946
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.48,78.39,59,0.113,9.31,600,6000,97.555
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.55,80.42,71,0.164,11.05,350,6000,3.42298
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.55,80.42,71,0.164,11.05,400,6000,10.0244
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.55,80.42,71,0.164,11.05,450,6000,26.1614
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.55,80.42,71,0.164,11.05,500,6000,49.8778
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.55,80.42,71,0.164,11.05,550,6000,76.0391
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,10.55,80.42,71,0.164,11.05,600,6000,98.044
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,350,6000,6.11247
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,400,6000,16.3814
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,450,6000,36.6748
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,500,6000,59.6577
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,550,6000,86.3081
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,600,6000,100
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,550,6000,88.1137
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,600,6000,100
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,9.76,80.90,87,0.257,11.93,550,30000,54
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.47,70.95,72,0.182,9.747,350,6000,3.91198
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.47,70.95,72,0.182,9.747,400,6000,9.77995
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.47,70.95,72,0.182,9.747,450,6000,19.0709
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.47,70.95,72,0.182,9.747,500,6000,48.1663
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.47,70.95,72,0.182,9.747,550,6000,72.6161
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.47,70.95,72,0.182,9.747,600,6000,96.088
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.29,78.62,80,0.206,11.21,350,6000,5.62347
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.29,78.62,80,0.206,11.21,400,6000,12.9584
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.29,78.62,80,0.206,11.21,450,6000,32.0293
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.29,78.62,80,0.206,11.21,500,6000,54.7677
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.29,78.62,80,0.206,11.21,550,6000,78.7286
https://doi.org/10.1016/j.ijhydene.2020.04.127,5,14.29,78.62,80,0.206,11.21,600,6000,98.2885
DOI: 10.1039/d0cy00686f,1,22.89,40.37,6,0.378,6,350,9000,2.331
DOI: 10.1039/d0cy00686f,1,22.89,40.37,6,0.378,6,400,9000,8.15851
DOI: 10.1039/d0cy00686f,1,22.89,40.37,6,0.378,6,450,9000,24.0093
DOI: 10.1039/d0cy00686f,1,22.89,40.37,6,0.378,6,500,9000,52.9138
DOI: 10.1039/d0cy00686f,1,22.89,40.37,6,0.378,6,550,9000,99.0676
DOI: 10.1039/d0cy00686f,2,21.74,54.58,7,0.378,6,350,9000,15.6177
DOI: 10.1039/d0cy00686f,2,21.74,54.58,7,0.378,6,400,9000,38.4615
DOI: 10.1039/d0cy00686f,2,21.74,54.58,7,0.378,6,450,9000,73.8928
DOI: 10.1039/d0cy00686f,2,21.74,54.58,7,0.378,6,500,9000,93.2401
DOI: 10.1039/d0cy00686f,2,21.74,54.58,7,0.378,6,550,9000,100
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,350,9000,27.5058
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,400,9000,61.0723
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,450,9000,90.2098
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,500,9000,99.7669
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,550,9000,100
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,350,9000,6.99482
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,400,9000,20.9845
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,450,9000,50.2591
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,500,9000,80.829
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,550,9000,93.5233
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,350,9000,26.7
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,400,9000,56.9
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,450,9000,91.7
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,350,9000,28.2
DOI: 10.1039/d0cy00686f,3,20.82,54.72,5,0.378,6,400,9000,58.3
DOI: 10.1039/d0cy00686f,5,19.21,59.91,4,0.378,11,350,9000,22.6107
DOI: 10.1039/d0cy00686f,5,19.21,59.91,4,0.378,11,400,9000,53.6131
DOI: 10.1039/d0cy00686f,5,19.21,59.91,4,0.378,11,450,9000,90.2098
DOI: 10.1039/d0cy00686f,5,19.21,59.91,4,0.378,11,500,9000,99.5338
DOI: 10.1039/d0cy00686f,5,19.21,59.91,4,0.378,11,550,9000,100
DOI: 10.1039/d0cy00686f,7,20.92,58.09,8,0.378,17,350,9000,13.0536
DOI: 10.1039/d0cy00686f,7,20.92,58.09,8,0.378,17,400,9000,34.0326
DOI: 10.1039/d0cy00686f,7,20.92,58.09,8,0.378,17,450,9000,70.3963
DOI: 10.1039/d0cy00686f,7,20.92,58.09,8,0.378,17,500,9000,93.2401
DOI: 10.1039/d0cy00686f,7,20.92,58.09,8,0.378,17,550,9000,96.9697
doi:10.1246/bcsj.20200103,3,7.38,72.48,194,0.44,5.24,400,15000,60.5701
doi:10.1246/bcsj.20200103,3,7.38,72.48,194,0.44,5.24,500,15000,98.0998
doi:10.1246/bcsj.20200103,3,7.80,67.03,188,0.51,5.24,400,15000,61.2827
doi:10.1246/bcsj.20200103,3,7.80,67.03,188,0.51,5.24,500,15000,98.5748
doi:10.1246/bcsj.20200103,3,13.86,76.42,28,0.12,14.5,400,15000,17.8147
doi:10.1246/bcsj.20200103,3,13.86,76.42,28,0.12,14.5,500,15000,88.361
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.4,18.56,65.17,4.7,0.064,14.48,450,6000,6.7
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.4,18.56,65.17,4.7,0.064,14.48,500,6000,18.3976
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.4,18.56,65.17,4.7,0.064,14.48,550,6000,39.8
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.4,18.56,65.17,4.7,0.064,14.48,600,6000,69.4362
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.4,18.56,65.17,4.7,0.064,14.48,650,6000,95.8457
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.4,18.56,65.17,4.7,0.064,14.48,700,6000,100
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.1,15.11,56.90,16.7,0.063,13.92,450,6000,11.5
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.1,15.11,56.90,16.7,0.063,13.92,500,6000,28.4
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.1,15.11,56.90,16.7,0.063,13.92,550,6000,62.6
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.1,15.11,56.90,16.7,0.063,13.92,600,6000,90.3
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.1,15.11,56.90,16.7,0.063,13.92,650,6000,98.2196
https://doi.org/10.1016/j.ijhydene.2020.07.014,20.1,15.11,56.90,16.7,0.063,13.92,700,6000,100
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.6,19.68,68.30,4.7,0.064,14.48,450,6000,16.5
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.6,19.68,68.30,4.7,0.064,14.48,500,6000,40.6
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.6,19.68,68.30,4.7,0.064,14.48,550,6000,78.8
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.6,19.68,68.30,4.7,0.064,14.48,600,6000,95.9
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.6,19.68,68.30,4.7,0.064,14.48,650,6000,98.8131
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.6,19.68,68.30,4.7,0.064,14.48,700,6000,100
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,450,6000,24.8
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,500,6000,54.1
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,550,6000,95
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,600,6000,98.8
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,650,6000,99.4065
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,700,6000,100
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,550,12000,69.9
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,550,18000,54
https://doi.org/10.1016/j.ijhydene.2020.07.014,19.2,17.82,66.42,15,0.081,12,550,6000,97.75
DOI: 10.1039/c9nj04273c,19.91,18.50,70.23,7.25,0.01,14.8,400,6000,3.57143
DOI: 10.1039/c9nj04273c,19.91,18.50,70.23,7.25,0.01,14.8,450,6000,29.7619
DOI: 10.1039/c9nj04273c,19.91,18.50,70.23,7.25,0.01,14.8,500,6000,66.9643
DOI: 10.1039/c9nj04273c,19.91,18.50,70.23,7.25,0.01,14.8,550,6000,88.3929
DOI: 10.1039/c9nj04273c,19.91,18.50,70.23,7.25,0.01,14.8,575,6000,91.9643
DOI: 10.1039/c9nj04273c,19.91,18.50,70.23,7.25,0.01,14.8,600,24000,90
DOI: 10.1039/c9nj04273c,19.91,18.50,70.23,7.25,0.01,14.8,525,6000,76.4356
DOI: 10.1039/c9nj04273c,19.91,18.50,70.23,7.25,0.01,14.8,550,6000,90.495
DOI: 10.1039/c9nj04273c,16.44,23.84,62.93,2.143,0.005,26.3,400,6000,1.78571
DOI: 10.1039/c9nj04273c,16.44,23.84,62.93,2.143,0.005,26.3,450,6000,8.92857
DOI: 10.1039/c9nj04273c,16.44,23.84,62.93,2.143,0.005,26.3,500,6000,47.3214
DOI: 10.1039/c9nj04273c,16.44,23.84,62.93,2.143,0.005,26.3,550,6000,62.2024
DOI: 10.1039/c9nj04273c,16.44,23.84,62.93,2.143,0.005,26.3,575,6000,67.8571
DOI: 10.1039/c9nj04273c,12.44,13.43,38.63,21.96,0.08,18.2,400,6000,0.892857
DOI: 10.1039/c9nj04273c,12.44,13.43,38.63,21.96,0.08,18.2,450,6000,6.84524
DOI: 10.1039/c9nj04273c,12.44,13.43,38.63,21.96,0.08,18.2,500,6000,35.119
DOI: 10.1039/c9nj04273c,12.44,13.43,38.63,21.96,0.08,18.2,550,6000,75.2976
DOI: 10.1039/c9nj04273c,12.44,13.43,38.63,21.96,0.08,18.2,575,6000,88.9881
https://doi.org/10.1016/j.ijhydene.2019.01.235,3,7.77,58.96,25.4,0.1,19.4,350,30000,2.33918
https://doi.org/10.1016/j.ijhydene.2019.01.235,3,7.77,58.96,25.4,0.1,19.4,400,30000,7.48538
https://doi.org/10.1016/j.ijhydene.2019.01.235,3,7.77,58.96,25.4,0.1,19.4,450,30000,23.3918
https://doi.org/10.1016/j.ijhydene.2019.01.235,3,7.77,58.96,25.4,0.1,19.4,500,30000,54.7368
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,18.97,74.99,75.22,0.049,19.4,350,18000,10.3896
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,18.97,74.99,75.22,0.049,19.4,400,18000,25.5411
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,18.97,74.99,75.22,0.049,19.4,450,18000,45.8874
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,18.97,74.99,75.22,0.049,19.4,475,18000,56.71
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,18.97,74.99,75.22,0.049,19.4,500,18000,66.4502
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,18.97,74.99,75.22,0.049,19.4,525,18000,76.6234
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,18.97,74.99,75.22,0.049,19.4,550,18000,85.7143
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,350,18000,19.2641
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,400,18000,40.0433
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,450,18000,58.1522
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,475,18000,72.2944
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,500,18000,82.0346
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,525,18000,91.9913
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,550,18000,99.1342
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,525,18000,91.5414
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,350,6000,23.3696
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,400,6000,49.7283
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,450,6000,81.7935
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,475,6000,92.9348
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,500,6000,99.1848
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,525,6000,99.7283
https://doi.org/10.1016/j.apsusc.2019.01.112,4.8,17.04,78.63,72.62,0.081,8.7,550,6000,99.7283
https://doi.org/10.1016/j.apsusc.2019.01.269,10,13.73,80.93,30.4,0.13,14.56,350,6000,6.17647
https://doi.org/10.1016/j.apsusc.2019.01.269,10,13.73,80.93,30.4,0.13,14.56,400,6000,14.7059
https://doi.org/10.1016/j.apsusc.2019.01.269,10,13.73,80.93,30.4,0.13,14.56,450,6000,32.3529
https://doi.org/10.1016/j.apsusc.2019.01.269,10,13.73,80.93,30.4,0.13,14.56,500,6000,48.5294
https://doi.org/10.1016/j.apsusc.2019.01.269,10,13.73,80.93,30.4,0.13,14.56,550,6000,67.0588
https://doi.org/10.1016/j.apsusc.2019.01.269,10,13.73,80.93,30.4,0.13,14.56,600,6000,87.3529
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.49,88.33,28.2,0.12,15.01,350,6000,6.47059
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.49,88.33,28.2,0.12,15.01,400,6000,17.0588
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.49,88.33,28.2,0.12,15.01,450,6000,33.2353
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.49,88.33,28.2,0.12,15.01,500,6000,49.4118
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.49,88.33,28.2,0.12,15.01,550,6000,67.9412
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.49,88.33,28.2,0.12,15.01,600,6000,89.7059
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,350,6000,10.5882
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,400,6000,24.1176
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,450,6000,44.1176
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,500,6000,61.7647
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,550,6000,88.2353
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,600,6000,98.2353
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,550,6000,87.7246
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,600,6000,100
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,625,6000,100
https://doi.org/10.1016/j.apsusc.2019.01.269,10,10.55,88.82,23.6,0.12,20.09,700,48000,97.6048
10.1002/cctc.201900306,5,10.95,47.86,283.6,0.435,6.7,350,30000,10.5263
10.1002/cctc.201900306,5,10.95,47.86,283.6,0.435,6.7,375,30000,19.5906
10.1002/cctc.201900306,5,10.95,47.86,283.6,0.435,6.7,400,30000,32.1637
10.1002/cctc.201900306,5,10.95,47.86,283.6,0.435,6.7,425,30000,48.538
10.1002/cctc.201900306,5,10.95,47.86,283.6,0.435,6.7,450,30000,67.5439
10.1002/cctc.201900306,5,10.95,47.86,283.6,0.435,6.7,500,30000,95.0292
10.1002/cctc.201900306,5,10.95,47.86,283.6,0.435,6.7,550,30000,98.2456
10.1002/cctc.201900306,0.9,7.72,25.37,47.7,0.175,4.735,350,30000,7.60234
10.1002/cctc.201900306,0.9,7.72,25.37,47.7,0.175,4.735,375,30000,15.7895
10.1002/cctc.201900306,0.9,7.72,25.37,47.7,0.175,4.735,400,30000,27.193
10.1002/cctc.201900306,0.9,7.72,25.37,47.7,0.175,4.735,425,30000,40.6433
10.1002/cctc.201900306,0.9,7.72,25.37,47.7,0.175,4.735,450,30000,54.9708
10.1002/cctc.201900306,0.9,7.72,25.37,47.7,0.175,4.735,500,30000,82.1637
10.1002/cctc.201900306,0.9,7.72,25.37,47.7,0.175,4.735,550,30000,95.0292
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,300,30000,6.68524
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,350,30000,19.2982
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,375,30000,30.117
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,400,30000,44.4444
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,425,30000,59.3567
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,450,30000,74.8538
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,500,30000,94.152
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,550,30000,98.2456
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,300,5000,12.5348
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,300,10000,11.1421
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,300,20000,6.68524
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,350,5000,47.6323
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,350,10000,33.1476
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,350,20000,21.4485
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,400,5000,80.2228
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,400,10000,65.1811
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,400,20000,44.8468
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,450,5000,98.8858
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,450,10000,96.1003
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,450,20000,84.4011
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,500,5000,100
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,500,10000,100
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,500,20000,100
10.1002/cctc.201900306,2.9,8.41,22.57,53.2,0.546,7.95,500,30000,93.3687
10.1002/cctc.201900306,4.7,8.14,25.00,51.1,0.184,4.89,350,30000,26.3158
10.1002/cctc.201900306,4.7,8.14,25.00,51.1,0.184,4.89,375,30000,39.1813
10.1002/cctc.201900306,4.7,8.14,25.00,51.1,0.184,4.89,400,30000,53.5088
10.1002/cctc.201900306,4.7,8.14,25.00,51.1,0.184,4.89,425,30000,67.5439
10.1002/cctc.201900306,4.7,8.14,25.00,51.1,0.184,4.89,450,30000,80.7018
10.1002/cctc.201900306,4.7,8.14,25.00,51.1,0.184,4.89,500,30000,96.1988
10.1002/cctc.201900306,4.7,8.14,25.00,51.1,0.184,4.89,550,30000,98.2456
https://doi.org/10.1038/s41467-019-11848-9,8.2,41.51,69.81,150,0.344,7.77,350,36000,13.8776
https://doi.org/10.1038/s41467-019-11848-9,8.2,41.51,69.81,150,0.344,7.77,400,36000,19.5918
https://doi.org/10.1038/s41467-019-11848-9,8.2,41.51,69.81,150,0.344,7.77,450,36000,29.7959
https://doi.org/10.1038/s41467-019-11848-9,8.2,41.51,69.81,150,0.344,7.77,500,36000,53.8776
https://doi.org/10.1038/s41467-019-11848-9,8.2,41.51,69.81,150,0.344,7.77,525,36000,71.0204
https://doi.org/10.1038/s41467-019-11848-9,8.2,41.51,69.81,150,0.344,7.77,550,36000,99.1837
https://doi.org/10.1038/s41467-019-11848-9,8.2,41.51,69.81,150,0.344,7.77,600,36000,98.7755
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,350,36000,22.8571
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,400,36000,41.2245
